name,discovery_method,discovery_year,orbital_period,distance,planet_radius
HATS-36 b,Transit,2018,4.1752,856.436,12.92
HATS-37 A b,Transit,2020,4.3315,211.896,6.7927
HATS-38 b,Transit,2020,4.375,343.525,6.8823
HATS-39 b,Transit,2018,4.5776,878.521,17.5981
HATS-4 b,Transit,2014,2.5167,416.459,11.433
HATS-40 b,Transit,2018,3.2643,1342.29,17.7102
HATS-41 b,Transit,2018,4.1936,737.668,14.908
HATS-42 b,Transit,2018,2.2921,800.377,15.6926
HATS-43 b,Transit,2018,4.3888,362.273,13.2266
HATS-44 b,Transit,2018,2.7439,446.035,11.96
HATS-45 b,Transit,2018,4.1876,772.11,14.4148
HATS-46 b,Transit,2018,4.7424,453.808,10.1217
HATS-47 b,Transit,2020,3.9228,300.67,12.5205
HATS-48 A b,Transit,2020,3.1317,263.609,8.9672
HATS-49 b,Transit,2020,4.148,324.413,8.5749
HATS-5 b,Transit,2014,4.7634,246.384,10.223
HATS-50 b,Transit,2017,3.8297,756.742,12.6662
HATS-51 b,Transit,2017,3.3489,389.57,15.8047
HATS-52 b,Transit,2017,1.3667,555.134,15.4908
HATS-53 b,Transit,2017,3.8538,585.77,15.0201
HATS-54 b,Transit,2019,2.5442,748.585,11.3771
HATS-55 b,Transit,2019,4.2042,609.838,14.0225
HATS-56 b,Transit,2019,4.3248,564.409,18.9208
HATS-57 b,Transit,2019,2.3506,279.485,12.7671
HATS-58 A b,Transit,2019,4.2181,403.591,12.2739
HATS-59 b,Transit,2018,5.4161,642.884,12.6213
HATS-59 c,Radial Velocity,2018,1422.0,642.884,
HATS-6 b,Transit,2015,3.3253,169.318,11.1866
HATS-60 b,Transit,2018,3.5608,486.474,12.924
HATS-61 b,Transit,2018,7.818,679.761,13.3948
HATS-62 b,Transit,2018,3.2769,523.067,11.8255
HATS-63 b,Transit,2018,3.0567,623.232,13.5293
HATS-64 b,Transit,2018,4.9089,1080.15,18.8199
HATS-65 b,Transit,2018,3.1052,493.32,16.8247
HATS-66 b,Transit,2018,3.1414,1477.98,15.8159
HATS-67 b,Transit,2018,1.6092,960.109,18.8872
HATS-68 b,Transit,2018,3.5862,603.955,13.8095
HATS-69 b,Transit,2018,2.2253,414.537,10.5925
HATS-7 b,Transit,2015,3.1853,240.707,6.3107
HATS-70 b,Transit,2019,1.8882,1458.83,15.5133
HATS-71 b,Transit,2020,3.7955,140.225,11.478
HATS-72 b,Transit,2020,7.3279,127.589,8.0974
HATS-74 A b,Transit,2021,1.7319,299.389,11.5677
HATS-75 b,Transit,2021,2.7887,194.964,9.9087
HATS-76 b,Transit,2021,1.9416,385.689,12.0945
HATS-77 b,Transit,2021,3.0876,436.176,13.0585
HATS-8 b,Transit,2015,3.5839,794.637,9.7855
HATS-9 b,Transit,2015,1.9153,638.7,13.85
HD 100546 b,Imaging,2014,,109.677,77.3421
HD 100655 b,Radial Velocity,2011,157.57,137.178,
HD 100777 b,Radial Velocity,2007,383.0,49.5336,
HD 101581 b,Transit,2025,4.4657,12.7781,0.956
HD 101581 c,Transit,2025,6.204,12.7781,0.99
HD 10180 c,Radial Velocity,2010,5.7597,38.9607,
HD 10180 d,Radial Velocity,2010,16.357,38.9607,
HD 10180 e,Radial Velocity,2010,49.748,38.9607,
HD 10180 f,Radial Velocity,2010,122.744,38.9607,
HD 10180 g,Radial Velocity,2010,604.67,38.9607,
HD 10180 h,Radial Velocity,2010,2205.0,38.9607,
HD 101930 b,Radial Velocity,2005,70.46,30.0274,
HD 102117 b,Radial Velocity,2005,20.8133,39.5792,
HD 102195 b,Radial Velocity,2006,4.1138,29.3386,
HD 102272 b,Radial Velocity,2008,127.58,347.097,
HD 102329 b,Radial Velocity,2011,778.1,217.107,
HD 102329 c,Radial Velocity,2018,1123.0,217.107,
HD 102365 b,Radial Velocity,2010,122.1,9.2894,
HD 102843 b,Radial Velocity,2019,3090.942,62.758,
HD 102888 b,Radial Velocity,2025,252.06,126.484,
HD 102956 b,Radial Velocity,2010,6.4947,121.89,
HD 103197 b,Radial Velocity,2009,47.84,57.1463,
HD 103720 b,Radial Velocity,2014,4.5557,45.5352,
HD 103774 b,Radial Velocity,2013,5.8881,56.4089,
HD 103891 b,Radial Velocity,2022,1919.0,55.5213,
HD 103949 b,Radial Velocity,2019,120.878,26.4997,
HD 104067 b,Radial Velocity,2009,55.851,20.3632,
HD 104067 c,Radial Velocity,2024,13.8992,20.3632,
HD 10442 b,Radial Velocity,2014,1032.3,135.374,
HD 104985 b,Radial Velocity,2003,199.68,100.576,
HD 105618 b,Radial Velocity,2022,10.0224,70.0837,
HD 105618 c,Radial Velocity,2022,77114.0716,70.0837,
HD 105779 b,Radial Velocity,2022,2412.0,55.2411,
HD 106252 b,Radial Velocity,2002,1535.0,38.185,
HD 106270 b,Radial Velocity,2011,1888.0,93.808,
HD 106315 b,Transit,2017,9.5524,109.353,2.44
HD 106315 c,Transit,2017,21.057,109.353,4.35
HD 10647 b,Radial Velocity,2006,989.2,17.3357,
HD 106515 A b,Radial Velocity,2012,3626.0,34.0915,
HD 106906 b,Imaging,2013,,103.029,
HD 10697 b,Radial Velocity,1999,1075.3799,33.1205,
HD 107148 b,Radial Velocity,2005,48.056,49.4156,
HD 107148 c,Radial Velocity,2021,18.3267,49.4156,
HD 108147 b,Radial Velocity,2002,10.8985,38.92,
HD 108202 b,Radial Velocity,2023,2990.0,38.6846,
HD 108236 b,Transit,2020,3.796,64.5978,1.615
HD 108236 c,Transit,2020,6.2034,64.5978,2.071
HD 108236 e,Transit,2020,19.59,64.5978,3.083
HD 108236 f,Transit,2021,29.5412,64.5978,2.017
HD 108341 b,Radial Velocity,2014,1129.0,48.9102,
HD 108863 b,Radial Velocity,2011,437.7,164.742,
HD 108874 b,Radial Velocity,2002,394.4812,59.5175,
HD 108874 c,Radial Velocity,2005,1624.0,59.5175,
HD 109246 b,Radial Velocity,2010,68.27,67.8349,
HD 109271 b,Radial Velocity,2013,7.8543,55.8716,
HD 109271 c,Radial Velocity,2013,30.93,55.8716,
HD 109286 b,Radial Velocity,2021,520.1,55.4156,
HD 109749 b,Radial Velocity,2005,5.2399,63.0821,
HD 10975 b,Radial Velocity,2021,283.8,116.506,
HD 109833 b,Transit,2022,9.1885,79.5561,2.888
HD 109833 c,Transit,2022,13.9001,79.5561,2.59
HD 109988 b,Radial Velocity,2022,17132.1585,42.5279,
HD 110014 b,Radial Velocity,2009,835.477,100.758,
HD 110067 b,Transit,2023,9.1137,32.1585,2.2
HD 110067 c,Transit,2023,13.6737,32.1585,2.388
HD 110067 d,Transit,2023,20.5196,32.1585,2.852
HD 110067 e,Transit,2023,30.7931,32.1585,1.94
HD 110067 f,Transit,2023,41.0585,32.1585,2.601
HD 110067 g,Transit,2023,54.7699,32.1585,2.607
HD 110082 b,Transit,2021,10.1827,105.096,3.2
HD 110113 b,Transit,2021,2.541,106.307,2.05
HD 110113 c,Radial Velocity,2021,6.744,106.307,
HD 110537 b,Radial Velocity,2022,24469.6734,45.0858,
HD 11112 b,Radial Velocity,2022,17244.9076,44.3804,
HD 111232 b,Radial Velocity,2003,1169.132,28.9571,
HD 111232 c,Radial Velocity,2022,26472.4462,28.9571,
HD 111591 b,Radial Velocity,2017,1056.4,114.166,
HD 111998 b,Radial Velocity,2016,810.0,33.2237,
HD 112300 b,Radial Velocity,2023,466.63,62.0732,
HD 112570 b,Radial Velocity,2023,2615.0,101.166,
HD 112640 b,Radial Velocity,2020,613.2,323.335,
HD 113337 b,Radial Velocity,2013,317.5864,36.18,
HD 113337 c,Radial Velocity,2020,5429.9348,36.18,
HD 11343 c,Radial Velocity,2022,228.5373,155.121,
HD 113538 b,Radial Velocity,2010,663.2,16.2817,
HD 113538 c,Radial Velocity,2010,1818.0,16.2817,
HD 113996 b,Radial Velocity,2017,610.2,116.334,
HD 114082 b,Radial Velocity,2022,109.75,95.3906,11.209
HD 114386 b,Radial Velocity,2003,937.7,27.9243,
HD 114729 b,Radial Velocity,2002,1121.79,37.8063,
HD 114783 b,Radial Velocity,2001,493.7,21.0628,
HD 114783 c,Radial Velocity,2018,4352.0,21.0628,
HD 11505 b,Radial Velocity,2022,32669.2225,38.9679,
HD 11506 b,Radial Velocity,2007,1617.7,51.261,
HD 11506 c,Radial Velocity,2008,223.92,51.261,
HD 11506 d,Radial Velocity,2022,26500.0,51.261,
HD 115404 A b,Radial Velocity,2022,10.4949,10.9816,
HD 115404 A c,Radial Velocity,2022,15319.2252,10.9816,
HD 115954 b,Radial Velocity,2021,3700.0,87.6437,
HD 116029 b,Radial Velocity,2011,670.0,123.245,
HD 116029 c,Radial Velocity,2018,907.0,123.245,
HD 117207 b,Radial Velocity,2004,2621.75,32.3547,
HD 11755 b,Radial Velocity,2015,433.7,235.045,
HD 117618 b,Radial Velocity,2004,25.8,37.7781,
HD 118203 b,Radial Velocity,2005,6.135,92.2589,12.7782
HD 118203 c,Radial Velocity,2024,5103.0,92.2589,
HD 11964 b,Radial Velocity,2005,1945.0,33.5369,
HD 11964 c,Radial Velocity,2008,37.91,33.5369,
HD 11977 b,Radial Velocity,2005,711.0,67.9331,
HD 120084 b,Radial Velocity,2013,2142.0,103.044,
HD 121504 b,Radial Velocity,2003,63.33,41.6592,
HD 12235 b,Radial Velocity,2022,4.363,31.7627,
HD 12235 c,Radial Velocity,2022,36336.7068,31.7627,
HD 122562 c,Radial Velocity,2022,84.9628,53.2528,
HD 124330 b,Radial Velocity,2021,270.66,60.1977,
HD 12484 b,Radial Velocity,2016,58.83,48.3367,
HD 125271 b,Radial Velocity,2022,14901.993,39.3466,
HD 125390 b,Radial Velocity,2019,1757.3915,153.647,
HD 125595 b,Radial Velocity,2009,9.6737,28.1989,
HD 125612 b,Radial Velocity,2007,557.6999,57.6207,
HD 125612 c,Radial Velocity,2009,4.1547,57.6207,
HD 125612 d,Radial Velocity,2009,2822.727,57.6207,
HD 12648 b,Radial Velocity,2015,133.6,182.192,
HD 126525 b,Radial Velocity,2018,960.41,37.6506,
HD 12661 b,Radial Velocity,2000,262.7086,37.8478,
HD 12661 c,Radial Velocity,2002,1708.0,37.8478,
HD 126614 b,Radial Velocity,2009,1257.253,73.0961,
HD 127506 b,Radial Velocity,2022,65.784,22.5279,
HD 128311 b,Radial Velocity,2002,453.019,16.3292,
HD 128311 c,Radial Velocity,2005,921.538,16.3292,
HD 128356 b,Radial Velocity,2016,298.2,26.1548,
HD 128717 b,Astrometry,2025,3420.0,73.636,
HD 129445 b,Radial Velocity,2009,1840.0,67.4386,
HD 130322 b,Radial Velocity,1999,10.7087,31.8766,
HD 131496 b,Radial Velocity,2011,896.0,131.849,
HD 13167 b,Radial Velocity,2018,2613.0,148.934,
HD 13189 b,Radial Velocity,2005,471.6,497.823,
HD 132406 b,Radial Velocity,2007,908.0,70.7832,
HD 132563 b,Radial Velocity,2011,1544.0,105.155,
HD 133131 A b,Radial Velocity,2016,649.0,51.4736,
HD 133131 A c,Radial Velocity,2016,3568.0,51.4736,
HD 133131 B b,Radial Velocity,2016,5769.0,51.2993,
HD 134060 b,Radial Velocity,2019,3.2696,24.0125,
HD 134060 c,Radial Velocity,2019,1291.5646,24.0125,
HD 134606 b,Radial Velocity,2024,12.089,26.7909,
HD 134606 c,Radial Velocity,2024,58.883,26.7909,
HD 134606 d,Radial Velocity,2024,966.5,26.7909,
HD 134606 e,Radial Velocity,2024,4.3203,26.7909,
HD 134606 f,Radial Velocity,2024,26.915,26.7909,
HD 134987 b,Radial Velocity,1999,258.18,26.1804,
HD 134987 c,Radial Velocity,2009,5000.0,26.1804,
HD 135344 A b,Imaging,2025,,141.595,16.253
HD 135625 b,Radial Velocity,2023,4055.0,56.518,
HD 135694 b,Transit,2023,15.9235,73.8713,2.857
HD 135872 b,Radial Velocity,2022,2422.326,82.4251,
HD 136118 b,Radial Velocity,2022,1187.5976,51.4359,
HD 136352 b,Radial Velocity,2019,11.578,14.682,1.664
HD 136352 c,Radial Velocity,2019,27.5922,14.682,2.916
HD 136352 d,Radial Velocity,2019,107.245,14.682,2.562
HD 136418 b,Radial Velocity,2009,464.3,105.168,
HD 136925 b,Radial Velocity,2021,4540.0,47.874,
HD 13724 c,Radial Velocity,2022,142.229,43.465,
HD 137388 b,Radial Velocity,2011,330.0,40.4841,
HD 137496 b,Transit,2021,1.6212,155.317,1.31
HD 137496 c,Radial Velocity,2021,479.9,155.317,
HD 13808 b,Radial Velocity,2021,14.1815,28.2305,
HD 13808 c,Radial Velocity,2021,53.753,28.2305,
HD 13908 b,Radial Velocity,2013,19.382,79.5515,
HD 13908 c,Radial Velocity,2013,931.0,79.5515,
HD 13931 b,Radial Velocity,2009,4218.0,47.3963,
HD 139357 b,Radial Velocity,2008,1124.7914,112.09,
HD 1397 b,Transit,2018,11.5353,79.5702,11.5004
HD 14067 b,Radial Velocity,2014,2744.0,142.024,
HD 140901 b,Radial Velocity,2022,9.0238,15.2528,
HD 140901 c,Radial Velocity,2022,14386.0,15.2528,
HD 141004 b,Radial Velocity,2021,15.5083,11.8148,
HD 141399 b,Radial Velocity,2014,94.44,37.0169,
HD 141399 c,Radial Velocity,2014,201.99,37.0169,
HD 141399 d,Radial Velocity,2014,1069.8,37.0169,
HD 141399 e,Radial Velocity,2014,5000.0,37.0169,
HD 141937 b,Radial Velocity,2002,653.22,33.3622,
HD 142 A d,Radial Velocity,2022,108.453,26.1853,
HD 142 b,Radial Velocity,2001,351.4339,26.1853,
HD 142 c,Radial Velocity,2012,10159.6428,26.1853,
HD 142022 A b,Radial Velocity,2005,1928.0,34.2802,
HD 142245 b,Radial Velocity,2011,1299.0,97.2305,
HD 142415 b,Radial Velocity,2003,386.3,35.5318,
HD 143105 b,Radial Velocity,2016,2.1974,46.7789,
HD 143361 b,Radial Velocity,2008,1039.15,68.5146,
HD 143811 AB b,Imaging,2025,117000.0,136.608,15.6926
HD 144899 b,Radial Velocity,2022,40.4391,115.665,
HD 145377 b,Radial Velocity,2008,103.95,53.4884,
HD 145457 b,Radial Velocity,2010,176.13,135.292,
HD 145675 c,Radial Velocity,2021,15732.4589,17.9323,
HD 145934 b,Radial Velocity,2015,2751.5343,227.881,
HD 1461 b,Radial Velocity,2010,5.7715,23.4534,
HD 1461 c,Radial Velocity,2015,13.5052,23.4534,
HD 147018 b,Radial Velocity,2009,44.236,40.4256,
HD 147018 c,Radial Velocity,2009,1008.0,40.4256,
HD 147379 b,Radial Velocity,2017,86.58,10.7643,
HD 147513 b,Radial Velocity,2003,528.4,12.9032,
HD 14787 b,Radial Velocity,2018,676.6,119.137,
HD 147873 b,Radial Velocity,2016,116.596,109.055,
HD 147873 c,Radial Velocity,2016,491.54,109.055,
HD 148156 b,Radial Velocity,2009,1027.0,57.1289,
HD 148164 b,Radial Velocity,2018,328.55,77.1971,
HD 148164 c,Radial Velocity,2018,5062.0,77.1971,
HD 149026 b,Radial Velocity,2005,2.8759,75.8643,8.2947
HD 149143 b,Radial Velocity,2005,4.0718,73.2801,
HD 149806 b,Radial Velocity,2022,16521.5278,20.2727,
HD 150010 b,Radial Velocity,2022,562.0,144.49,
HD 1502 b,Radial Velocity,2011,428.5,190.953,
HD 150706 b,Radial Velocity,2012,5894.0,28.2697,
HD 151450 b,Radial Velocity,2022,21.8929,43.6002,
HD 151450 c,Radial Velocity,2022,18144.7624,43.6002,
HD 152079 b,Radial Velocity,2009,2918.92,87.8888,
HD 152581 b,Radial Velocity,2011,686.5,165.76,
HD 152843 b,Transit,2021,11.6207,107.898,3.05
HD 152843 c,Transit,2021,19.5021,107.898,5.94
HD 15337 b,Transit,2019,4.756,44.8155,1.77
HD 15337 c,Transit,2019,17.1805,44.8155,2.526
HD 153557 b,Radial Velocity,2022,7.299,17.9412,
HD 153557 c,Radial Velocity,2022,15.2702,17.9412,
HD 153557 d,Radial Velocity,2022,40654.6481,17.9412,
HD 153950 b,Radial Velocity,2008,499.4,48.4549,
HD 154088 b,Radial Velocity,2021,18.56,18.2692,
HD 154345 b,Radial Velocity,2006,3341.5588,18.284,
HD 154391 b,Radial Velocity,2023,5163.0,100.947,
HD 154672 b,Radial Velocity,2008,163.94,63.0484,
HD 154857 b,Radial Velocity,2004,408.6,63.4482,
HD 154857 c,Radial Velocity,2014,3452.0,63.4482,
HD 155193 b,Radial Velocity,2021,352.65,57.7995,
HD 155358 b,Radial Velocity,2007,194.3,43.6197,
HD 155358 c,Radial Velocity,2007,391.9,43.6197,
HD 155918 b,Radial Velocity,2022,1.8757,27.561,
HD 155918 c,Radial Velocity,2022,17202.1945,27.561,
HD 156098 b,Radial Velocity,2022,21.8585,48.249,
HD 156098 c,Radial Velocity,2022,7841.5839,48.249,
HD 156279 b,Radial Velocity,2011,133.4036,36.1945,
HD 156279 c,Radial Velocity,2018,4818.2536,36.1945,
HD 156411 b,Radial Velocity,2009,842.2,56.8655,
HD 156668 b,Radial Velocity,2010,4.6455,24.3323,
HD 156668 c,Radial Velocity,2021,811.3,24.3323,
HD 156846 b,Radial Velocity,2007,359.51,47.7332,
HD 158038 b,Radial Velocity,2011,521.0,94.8625,
HD 158259 b,Radial Velocity,2020,2.178,27.0498,
HD 158259 c,Radial Velocity,2020,3.432,27.0498,
HD 158259 d,Radial Velocity,2020,5.1981,27.0498,
HD 158259 e,Radial Velocity,2020,7.951,27.0498,
HD 158259 f,Radial Velocity,2020,12.028,27.0498,
HD 158996 b,Radial Velocity,2018,820.2,283.659,
HD 15906 b,Transit,2023,10.9247,45.5621,2.24
HD 15906 c,Transit,2023,21.5833,45.5621,2.93
HD 159243 b,Radial Velocity,2013,12.62,73.3055,
HD 159243 c,Radial Velocity,2013,248.4,73.3055,
HD 159868 b,Radial Velocity,2006,1184.1,55.8503,
HD 159868 c,Radial Velocity,2012,351.0,55.8503,
HD 1605 b,Radial Velocity,2015,577.2,88.8047,
HD 1605 c,Radial Velocity,2015,2149.0,88.8047,
HD 160691 b,Radial Velocity,2000,645.0,15.5981,
HD 160691 c,Radial Velocity,2004,3947.0,15.5981,
HD 160691 d,Radial Velocity,2004,9.6392,15.5981,
HD 160691 e,Radial Velocity,2006,307.9,15.5981,
HD 161178 b,Radial Velocity,2021,279.3,107.188,
HD 16141 b,Radial Velocity,2000,75.523,37.7861,
HD 16175 b,Radial Velocity,2009,990.0,59.859,
HD 162020 b,Radial Velocity,2002,8.4282,30.8248,
HD 163607 b,Radial Velocity,2010,75.2203,67.7855,
HD 163607 c,Radial Velocity,2010,1272.0,67.7855,
HD 16417 b,Radial Velocity,2008,17.24,25.3936,
HD 164509 b,Radial Velocity,2010,280.17,53.1119,
HD 164595 b,Radial Velocity,2015,40.0,28.254,
HD 164604 b,Radial Velocity,2009,653.9,39.3633,
HD 164604 c,Radial Velocity,2026,5387.0,39.3633,
HD 164922 b,Radial Velocity,2005,1207.0,22.0016,
HD 164922 c,Radial Velocity,2016,75.74,22.0016,
HD 164922 d,Radial Velocity,2020,12.458,22.0016,
HD 164922 e,Radial Velocity,2021,41.763,22.0016,
HD 165131 b,Radial Velocity,2023,2342.6,57.4263,
HD 165155 b,Radial Velocity,2016,434.5,63.3574,
HD 1666 b,Radial Velocity,2015,270.0,117.908,
HD 166724 b,Radial Velocity,2012,5144.0,45.1342,
HD 167042 b,Radial Velocity,2007,417.67,49.6633,
HD 167677 b,Radial Velocity,2023,1820.0,54.3258,
HD 167768 b,Radial Velocity,2022,20.6532,107.214,
HD 168009 b,Radial Velocity,2021,15.1479,23.3032,
HD 168443 b,Radial Velocity,1998,58.1119,39.6245,
HD 168443 c,Radial Velocity,2000,1753.1096,39.6245,
HD 168746 b,Radial Velocity,2002,6.404,41.5681,
HD 168863 b,Radial Velocity,2022,14773.9327,39.8979,
HD 1690 b,Radial Velocity,2010,533.0,752.615,
HD 16905 b,Radial Velocity,2022,10256.0,39.7401,
HD 169142 b,Imaging,2023,,113.6,
HD 169830 b,Radial Velocity,2000,225.6737,37.6048,
HD 169830 c,Radial Velocity,2003,1818.8234,37.6048,
HD 170469 b,Radial Velocity,2007,1145.0,60.178,
HD 17092 b,Radial Velocity,2007,359.9,228.422,
HD 171028 b,Radial Velocity,2007,550.0,111.659,
HD 171238 b,Radial Velocity,2009,1515.0,44.8113,
HD 17156 b,Radial Velocity,2007,21.2164,78.0863,12.2626
HD 173416 b,Radial Velocity,2008,322.03,132.184,
HD 174205 b,Radial Velocity,2022,582.0,234.027,
HD 175167 b,Radial Velocity,2009,1175.0,71.0863,
HD 175541 b,Radial Velocity,2007,298.43,129.603,
HD 175607 b,Radial Velocity,2015,29.01,40.3303,
HD 17674 b,Radial Velocity,2017,623.8,44.4264,
HD 176986 b,Radial Velocity,2017,6.4916,27.7843,
HD 176986 c,Radial Velocity,2017,16.8124,27.7843,
HD 176986 d,Radial Velocity,2026,61.376,27.7843,
HD 177565 b,Radial Velocity,2017,44.505,16.9179,
HD 177830 b,Radial Velocity,1999,410.1,62.7674,
HD 177830 c,Radial Velocity,2010,110.9,62.7674,
HD 178911 B b,Radial Velocity,2001,71.484,40.9727,
HD 179079 b,Radial Velocity,2008,14.479,69.7116,
HD 179949 b,Radial Velocity,2000,3.0925,27.4573,
HD 180053 b,Radial Velocity,2018,213.72,137.043,
HD 18015 b,Radial Velocity,2018,2278.0,123.801,
HD 180314 b,Radial Velocity,2010,394.73,122.362,
HD 180617 b,Radial Velocity,2018,105.911,5.9106,
HD 180902 b,Radial Velocity,2009,510.9,104.577,
HD 181234 b,Radial Velocity,2019,7593.4051,47.7458,
HD 181342 b,Radial Velocity,2009,564.1,120.391,
HD 18143 b,Radial Velocity,2022,10.2851,22.5243,
HD 18143 c,Radial Velocity,2022,28982.4176,22.5243,
HD 181433 b,Radial Velocity,2008,9.3745,26.8762,
HD 181433 c,Radial Velocity,2008,1018.5,26.8762,
HD 181433 d,Radial Velocity,2008,6896.1,26.8762,
HD 181720 b,Radial Velocity,2009,956.0,60.2046,
HD 183263 b,Radial Velocity,2004,624.874,54.1955,
HD 183263 c,Radial Velocity,2008,4667.9784,54.1955,
HD 183579 b,Transit,2021,17.4713,57.2651,3.49
HD 184010 b,Radial Velocity,2022,286.6,60.7993,
HD 184010 c,Radial Velocity,2022,484.3,60.7993,
HD 184010 d,Radial Velocity,2022,836.4,60.7993,
HD 18438 b,Radial Velocity,2023,803.0,224.146,
HD 185269 b,Radial Velocity,2006,6.8378,51.9917,
HD 185283 b,Radial Velocity,2023,4060.0,31.395,
HD 18599 b,Transit,2022,4.1374,38.5653,2.6
HD 187085 b,Radial Velocity,2006,1019.74,45.8993,
HD 187123 b,Radial Velocity,1998,3.0966,45.9548,
HD 187123 c,Radial Velocity,2008,3810.0,45.9548,
HD 18742 b,Radial Velocity,2011,766.0,162.685,
HD 188015 b,Radial Velocity,2004,461.2,50.6706,
HD 188641 b,Radial Velocity,2022,14583.8104,64.3399,
HD 189567 b,Radial Velocity,2021,14.288,17.9055,
HD 189567 c,Radial Velocity,2021,33.688,17.9055,
HD 189733 b,Radial Velocity,2005,2.2186,19.7638,12.6662
HD 190007 b,Radial Velocity,2020,11.7241,12.7141,
HD 190228 b,Radial Velocity,2022,1143.5986,62.7146,
HD 190360 b,Radial Velocity,2003,2854.0,16.0069,
HD 190360 c,Radial Velocity,2005,17.111,16.0069,
HD 190647 b,Radial Velocity,2007,1176.45,54.4738,
HD 190984 b,Radial Velocity,2009,4885.0,148.187,
HD 191806 b,Radial Velocity,2016,1603.3892,65.6668,
HD 191939 b,Transit,2020,8.8803,53.6089,3.41
HD 191939 c,Transit,2020,28.5797,53.6089,3.195
HD 191939 d,Transit,2020,38.353,53.6089,2.995
HD 191939 e,Radial Velocity,2022,101.12,53.6089,
HD 191939 f,Radial Velocity,2022,2898.0,53.6089,
HD 191939 g,Radial Velocity,2022,284.0,53.6089,
HD 192263 b,Radial Velocity,1999,24.3556,19.6359,
HD 192310 b,Radial Velocity,2011,74.72,8.7969,
HD 192310 c,Radial Velocity,2011,525.8,8.7969,
HD 192699 b,Radial Velocity,2007,340.94,71.8627,
HD 194490 b,Radial Velocity,2022,13092.1835,80.2349,
HD 195019 b,Radial Velocity,1998,18.2013,37.6681,
HD 196050 b,Radial Velocity,2002,1392.0,50.6742,
HD 196067 b,Radial Velocity,2012,3413.7,39.9346,
HD 196067 c,Radial Velocity,2025,4.6011,39.9346,
HD 19615 b,Radial Velocity,2022,402.0,265.155,
HD 196885 A b,Radial Velocity,2007,1333.0,34.1692,
HD 197037 b,Radial Velocity,2012,1035.7,33.1944,
HD 199509 b,Radial Velocity,2022,99.6217,24.3056,
HD 19994 b,Radial Velocity,2003,466.2,22.5242,
HD 20003 b,Radial Velocity,2019,11.8482,41.8316,
HD 20003 c,Radial Velocity,2019,33.9239,41.8316,
HD 200964 b,Radial Velocity,2010,606.3,72.5922,
HD 200964 c,Radial Velocity,2010,852.5,72.5922,
HD 202206 c,Radial Velocity,2004,1260.0,45.9665,
HD 202696 b,Radial Velocity,2019,517.8,188.546,
HD 202696 c,Radial Velocity,2019,946.6,188.546,
HD 202772 A b,Transit,2019,3.309,161.498,17.3179
HD 203030 b,Imaging,2006,,39.2503,14.4596
HD 20329 b,Transit,2022,0.9261,63.6796,1.72
HD 203387 b,Radial Velocity,2022,512.5352,61.7477,
HD 203387 c,Radial Velocity,2022,2481.0723,61.7477,
HD 2039 b,Radial Velocity,2002,1120.0,85.6922,
HD 204313 b,Radial Velocity,2010,2041.1154,47.7945,
HD 204313 c,Radial Velocity,2015,34.9588,47.7945,
HD 204313 e,Radial Velocity,2022,7325.6467,47.7945,
HD 204941 b,Radial Velocity,2011,1733.0,28.7165,
HD 205158 b,Radial Velocity,2022,25.338,86.6159,
HD 205739 b,Radial Velocity,2008,279.8,92.5087,
HD 206255 b,Radial Velocity,2019,96.045,75.2363,
HD 206610 b,Radial Velocity,2009,673.2,147.192,
HD 206893 b,Imaging,2021,9350.0,40.7583,14.0112
HD 206893 c,Imaging,2022,2090.0,40.7583,16.3651
HD 207496 b,Transit,2023,6.441,23.606,2.25
HD 20781 b,Radial Velocity,2019,5.3135,35.9715,
HD 20781 c,Radial Velocity,2019,13.8905,35.9715,
HD 20781 d,Radial Velocity,2019,29.158,35.9715,
HD 20781 e,Radial Velocity,2019,85.5073,35.9715,
HD 20782 b,Radial Velocity,2006,597.0643,35.9864,
HD 207832 b,Radial Velocity,2012,160.07,58.9291,
HD 207832 c,Radial Velocity,2012,1155.7,58.9291,
HD 207897 b,Transit,2021,16.2017,28.2938,2.343
HD 20794 b,Radial Velocity,2011,18.314,6.0028,
HD 20794 d,Radial Velocity,2011,89.68,6.0028,
HD 20794 e,Radial Velocity,2017,147.02,6.0028,
HD 20794 f,Radial Velocity,2025,647.6,6.0028,
HD 208487 b,Radial Velocity,2004,129.36,45.147,
HD 208527 b,Radial Velocity,2012,875.5,312.202,
HD 20868 b,Radial Velocity,2008,380.85,47.7223,
HD 208897 b,Radial Velocity,2017,,,
HD 209458 b,Radial Velocity,1999,3.5247,48.3016,15.5805
HD 210193 b,Radial Velocity,2019,649.918,42.2029,
HD 210277 b,Radial Velocity,1998,442.19,21.2985,
HD 210702 b,Radial Velocity,2007,355.5,54.1963,
HD 211403 b,Radial Velocity,2021,223.8,83.0919,
HD 211810 b,Radial Velocity,2018,1558.0,64.6353,
HD 211970 b,Radial Velocity,2019,25.201,13.1277,
HD 212301 b,Radial Velocity,2005,2.2457,54.2304,
HD 212771 b,Radial Velocity,2009,380.7,111.155,
HD 213240 b,Radial Velocity,2001,882.7,40.8707,
HD 213472 b,Radial Velocity,2021,17000.0,64.4527,
HD 213519 b,Radial Velocity,2022,11.1221,41.0014,
HD 213885 b,Transit,2019,1.008,48.0883,1.745
HD 213885 c,Radial Velocity,2019,4.785,48.0883,
